V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30
-2.948237142,-1.931767542,-0.659535512,0.091456428,0.781937158,2.006773558,2.971429858,1.503021358,-0.056809185,-1.619794442,0.39090193,0.91759513,1.22420173,1.16525413,1.21756463,0.91551743,0.46107443,-0.72724607,-0.97490367,-0.70173147,-1.91062041,-0.70614591,-0.04614991,0.04962309,-0.07410251,-0.73640391,-1.84093571,-0.77743791,-0.32848691,-0.71492691
-3.31601553,-2.16377453,-0.71278313,0.031570892,0.92272907,2.20253187,3.32950907,1.99305767,0.13243628,-1.93254603,0.24097374,0.54521624,0.83227054,0.74422424,0.78573024,0.50208384,0.24381084,-1.06562556,-1.53317706,-1.16101806,-2.05895839,-0.56566289,0.49966761,0.60392261,0.43195061,-0.65514239,-1.91204379,-1.00274139,-0.30991639,-0.88740239
-3.237059851,-2.202166551,-0.888653351,0.032987394,0.882076449,1.943386649,3.143692649,1.782908049,0.060228109,-1.615376451,0.18782418,1.14254958,1.48322118,1.33486808,1.50822378,1.21875398,0.38113118,-1.02556342,-1.34722782,-1.11144622,-1.71413685,-0.67081645,0.10976455,0.20128355,-0.06128645,-0.81718945,-2.08790485,-0.57579145,0.10477955,-0.36420245
-3.10270269,-2.08968919,-0.81091489,0.01492471,0.94508811,2.15525871,3.20370281,2.06378271,0.077603207,-1.91865459,0.40439715,1.26496915,1.56258645,1.48686415,1.67736065,1.45580715,0.86809585,-1.25784555,-1.92928935,-1.58570185,-1.98996588,-0.65658288,0.02142212,0.07052112,-0.09645088,-0.86561288,-2.25344988,-1.09659088,-0.49603688,-0.90089688
-3.89109005,-2.29135125,-0.77831845,-0.047187145,0.96581025,2.44569915,3.82911945,2.34510675,0.18023025,-1.90507925,1.07473569,1.32618299,1.62072459,1.41763259,1.52472289,1.27374749,1.10423669,-0.64785921,-1.36839631,-0.80266681,-2.13596442,-0.66067122,0.16713578,0.33895078,0.14699578,-0.75124062,-2.13019522,-0.96771822,0.03753978,-0.59630922
-3.093535723,-1.896253523,-0.708717293,-0.00241242,0.744790077,2.022039677,3.064617977,1.660980277,-0.086532923,-1.700240623,0.60747034,0.91209844,1.05015954,0.94218944,1.10456634,0.96863714,0.58233904,-0.60215066,-0.98196116,-0.70996966,-1.38736522,-0.16532532,0.53032908,0.55515308,0.43462658,-0.42918892,-1.46071992,-0.34673692,0.32086328,-0.16577452
-2.965612031,-2.012563831,-0.876483131,-0.089336903,0.717313369,1.923181369,2.806370369,1.582782669,-0.118315171,-1.786548531,0.08040717,0.81572017,1.06742477,0.94372617,1.12123027,0.88823577,0.24096737,-1.09715023,-1.32871623,-1.17847133,-1.89558265,-0.53429915,0.11090485,0.20440085,0.04920685,-0.65524815,-1.91117875,-0.60433115,-0.05867555,-0.44067615
-3.400324782,-2.203164182,-0.880991682,-0.067037762,1.012160418,2.313447818,3.602377418,1.928239218,-0.038910938,-1.796689482,1.01128726,1.20624466,1.17144296,0.89929116,1.14498846,1.09113026,0.87199856,-1.13201154,-1.58819044,-1.21877204,-2.11861791,-0.70638341,0.25722959,0.39683209,0.31070959,-0.49836741,-1.92505041,-0.76261481,-0.23047141,-0.83529721
-3.235399312,-2.198035212,-0.850857612,-0.062514766,0.755722958,2.078218288,3.294303788,1.824310888,0.064421742,-1.729619412,0.44384049,1.05150709,1.11346729,0.98016119,1.11454619,0.89524869,0.27230649,-1.13633511,-1.29581321,-1.01748191,-2.34664533,-0.79084293,0.26927907,0.34433407,0.19310407,-0.68732493,-2.05130593,-0.76494923,-0.04522693,-0.60048513
-3.488699109,-2.047600709,-0.994206809,-0.069913849,0.905919391,2.045741291,3.309059491,1.977424791,-0.126667619,-1.991988909,0.3848822,1.0637028,1.4297771,1.3971775,1.373057,0.9427943,0.2501778,-1.0717577,-1.7594592,-1.1845412,-2.34986895,-1.04147085,-0.47403145,-0.31202645,-0.56107395,-1.24410345,-2.15793495,-0.82213495,-0.02116645,-0.57690285
-3.274220592,-2.012765092,-0.738400442,-0.054499942,0.653732908,2.121331608,3.185685708,1.743741308,0.103492196,-1.717433692,0.96674822,1.27680502,1.31310502,1.23542832,1.26715302,1.15258262,0.64194702,-0.92017518,-1.39722098,-0.81744998,-2.17963749,-0.71436109,0.05451091,0.09566691,-0.07458109,-1.10589909,-2.46362809,-1.23620809,-0.51362509,-0.78633509
-3.395126768,-2.136665168,-0.854647368,-0.013103093,0.693565833,2.147072533,3.268060833,1.625080833,-0.025156735,-1.891087068,0.67873177,0.77856107,0.70847427,0.51457747,0.67652977,0.70027467,0.49595987,-0.73186513,-0.89355143,-0.66345853,-1.82032971,-0.46550731,0.27793169,0.27490309,0.25227069,-0.68462131,-1.88290531,-0.80696881,-0.19169031,-0.64839131
-3.195747428,-1.942650428,-0.679893168,0.045457564,0.848704832,2.071933772,3.010732572,1.668462872,-0.073310088,-1.896154128,1.06070617,1.45843937,1.63813407,1.43100437,1.63240907,1.43935377,1.07621907,-0.80833523,-1.39543133,-0.92846763,-1.68186602,-0.42271582,0.31836368,0.33489018,0.14780718,-0.80094082,-1.86180182,-0.92068282,-0.40041842,-0.77100822
-2.963888341,-1.938088941,-0.724341001,0.03648172,0.89910696,2.12007886,3.25450506,2.01257336,0.06900956,-1.755617641,0.78559118,0.99073878,1.11722258,0.92826918,1.10577198,1.00504658,0.76332038,-0.75089282,-1.40897182,-0.84347962,-1.9923364,-0.4394578,0.5072682,0.5849072,0.4159116,-0.5291738,-1.9288678,-0.9711102,-0.1332488,-0.7495428
-2.844218462,-1.955581562,-0.707632562,0.026079415,0.704229938,2.108222538,3.056232238,1.822863138,0.027321611,-1.637172162,0.88688191,1.11722221,1.14843241,0.95943751,1.11336171,1.01760391,0.79248241,-0.78197349,-1.23858629,-0.76912109,-1.91546865,-0.55230605,0.29302595,0.36737335,0.31150485,-0.55656465,-1.72749865,-0.61472765,-0.06920365,-0.58184665
-2.840963604,-1.740489604,-0.641208004,0.270119246,1.076800796,2.279569596,3.135996696,1.898312796,0.263392396,-1.472400404,0.6176254,1.1839331,1.2988216,1.2258364,1.3133792,1.2009542,0.6820024,-0.7213464,-1.0557786,-0.6553272,-1.71650425,-0.50568865,0.29740975,0.41796775,0.26927675,-0.67082125,-1.66640075,-0.54281625,0.18966835,-0.28371325
-3.477067185,-2.212331985,-0.655743685,-0.078883185,0.710196315,2.203541815,3.180711615,1.890359015,0.075237211,-1.755147185,0.67555437,1.20404397,1.46602757,1.28818857,1.46236827,1.30882937,0.76425277,-0.86595733,-1.31896083,-0.92673863,-2.10363935,-0.43704325,0.48246035,0.55014435,0.40490675,-0.66380065,-2.25227365,-0.96654715,-0.28982665,-0.73359765
-3.46726939,-2.08487319,-0.83895219,0.012824132,0.86966311,2.16864301,3.29108991,1.89219711,0.07410589,-1.82411559,1.07431641,1.14433441,1.33238461,1.06469541,1.21840961,0.97152281,0.88521971,-0.48718259,-1.08697519,-0.59315289,-1.48283536,-0.39064236,0.40106164,0.50705864,0.39268964,-0.55311136,-1.73400406,-0.54075436,0.24580224,-0.26284036
-3.365436603,-2.051386303,-0.690055483,0.045206607,0.721615097,2.064701797,3.333724597,1.773860697,0.004226269,-1.804500203,0.47991476,1.01880736,1.23784196,1.10196756,1.20717256,1.04098936,0.64456406,-1.01912624,-1.56583714,-1.12996894,-2.17728304,-0.69555864,0.01684236,0.09444736,-0.04180924,-0.93251664,-2.48292294,-1.26469764,-0.50576664,-1.00543864
-3.445493449,-2.132220649,-0.855143549,-0.076693949,0.767596051,2.139816651,3.312276651,1.991763951,-0.044045693,-1.923025149,0.62183103,1.22733643,1.36065343,1.17425433,1.31111173,1.11648963,0.52647403,-1.39850657,-1.85674857,-1.40488417,-2.0577146,-0.439254,0.3023334,0.4126038,0.2525324,-0.7562586,-2.3796376,-1.2956526,-0.494754,-1.0511406
-3.405775377,-2.509300577,-1.157067577,-0.265344747,0.662483623,2.049944323,2.749435723,1.590432223,-0.278741257,-1.832825077,0.73568308,1.19935758,1.45851328,1.19312848,1.40919568,1.27342748,0.77200968,-0.54308642,-1.10022852,-0.62698392,-1.67282625,-0.26076325,0.59025825,0.72548325,0.52890475,-0.49085575,-2.05016325,-0.69796675,-0.05758725,-0.39944525
-3.189623934,-2.228075434,-0.944147334,0.027794641,0.901332167,2.225111067,3.282180367,1.747410267,0.102703707,-1.575077634,0.70131208,1.07278008,1.26008488,1.11946848,1.24134408,0.97239388,0.49494858,-0.79053692,-1.04450592,-0.70864712,-1.8411243,-0.8737483,-0.0499268,0.1149337,-0.1018143,-0.9891409,-2.0795513,-0.9054083,-0.2529383,-0.6415483
-3.519546433,-2.358771333,-1.034179533,-0.116171043,0.982098767,2.419357967,3.497503567,1.880695867,-0.137840343,-2.011664633,0.82898577,1.33898437,1.33236717,1.11603217,1.22407317,1.11616427,0.67012637,-1.20455963,-1.69151423,-0.94188923,-2.64708416,-1.16798716,-0.15699776,0.10253584,-0.08850116,-1.18902276,-2.59820616,-0.90283116,-0.35436416,-0.98929066
-3.629892407,-2.560810807,-1.162134807,-0.123193667,1.021019693,2.440822593,3.553620093,1.864893093,-0.060568097,-1.915295507,0.8894765,1.3874295,1.5696235,1.399084,1.6012301,1.3391668,1.0657111,-0.8797389,-1.6890549,-1.0436561,-2.17483493,-1.14883263,-0.11763363,0.07047637,-0.15386763,-1.30979463,-2.33610013,-0.71743663,-0.09398663,-0.60156163
-3.070637993,-1.978580193,-0.687273033,0.015795636,0.783956007,1.957441907,2.959789407,1.804255707,0.019596549,-1.722851693,0.47347555,1.13032905,1.46523985,1.26398885,1.48909465,1.24294155,0.62499905,-1.23714245,-1.65378265,-1.36813535,-1.83858244,-0.45738194,0.31736356,0.41939256,0.18723856,-0.75018044,-2.45268504,-1.33048194,-0.42213144,-0.80791444
-3.102992242,-1.918294142,-0.942380442,-0.07291475,0.840698858,2.239553058,3.274965358,2.076233158,-0.167447612,-1.775724442,0.56891451,0.85121921,1.12650391,0.95411781,1.16144961,0.90515621,0.55917771,-1.15353199,-1.51868879,-1.18886479,-2.51306494,-0.81353594,-0.13871034,0.01873006,-0.13009194,-1.13868294,-2.50228614,-1.14818994,-0.33339494,-0.78537054
-3.530079081,-2.320491581,-0.732861081,-0.034790355,0.832325269,2.241417219,3.267117019,1.931277919,-0.277129781,-2.158498781,0.30515094,1.03072114,1.35976274,1.26123294,1.34418894,1.05018194,0.32318564,-1.31246006,-1.88989956,-1.41812006,-1.88911789,-0.57692989,0.34413261,0.43589311,0.27156411,-0.74894889,-1.98515649,-0.86605689,-0.08403289,-0.78503189
-3.615988889,-2.570927489,-1.166201789,-0.120372094,0.964922711,2.327633511,3.450415511,1.833101411,0.025234015,-1.907975189,0.67660192,1.11787732,1.20371832,1.04773092,1.24971942,1.25619132,0.80613822,-1.00933168,-1.26562208,-0.99161958,-1.89831017,-0.59201517,0.29750663,0.43926023,0.21852123,-0.71525817,-2.01761207,-0.63567577,0.01386523,-0.54698627
-3.240808665,-2.286033265,-0.897183565,-0.083697395,0.707334595,2.023838435,3.152001535,1.609848335,-0.106430605,-1.864932265,0.34784414,0.98397034,1.27999104,1.04660114,1.30944604,0.97603944,0.39496284,-0.77840236,-0.88418736,-0.70059036,-1.96026438,-0.77521338,0.05485962,0.10399762,0.00533662,-0.85834338,-2.28944488,-0.64836138,-0.06214838,-0.63198138
-3.551437351,-2.352245751,-0.833839051,-0.126046871,0.653972049,2.049660349,3.214657449,1.628195949,-0.065577121,-2.003695151,0.77730783,0.97600543,1.08136623,0.96946853,1.07853223,1.03120583,0.77685463,-0.36020237,-0.73585457,-0.51481097,-1.6955765,-0.6655642,0.1359258,0.1096408,0.0404088,-0.9264642,-1.845691,-0.7330117,-0.0678777,-0.5883492
-3.342145976,-2.090513576,-0.688944176,0.129206554,1.055087524,2.457679824,3.522903224,2.085820224,-0.136894436,-2.054508476,0.60209511,1.33108271,1.60947981,1.51245611,1.56353031,1.15823421,0.42747411,-1.18781289,-1.72673589,-1.17198389,-2.5716999,-0.6980776,0.3081719,0.4395419,0.2357789,-0.9635706,-2.6145751,-0.9748151,-0.0204511,-0.8396608
-3.187818683,-2.143747083,-0.894375183,-0.116983313,0.643366817,1.967645617,2.927889317,1.291276917,-0.248237633,-1.711322183,0.98595821,1.28358891,1.39990761,1.21416091,1.27598461,1.14985251,0.77300251,-0.73283299,-1.03137369,-0.59942009,-1.4104509,-0.3789949,0.3868381,0.5054891,0.3723815,-0.4597729,-1.5770669,-0.1054129,0.2498981,-0.1372044
-3.115141515,-1.989115515,-0.868978615,0.000383814,0.765053315,2.071720485,3.289167685,2.063601485,0.124183455,-1.826892615,0.73614707,1.08229607,1.21217637,1.01512447,1.18367567,0.99080807,0.64690527,-1.06186263,-1.41741793,-1.15452193,-2.24610349,-0.67486419,0.17032251,0.31698951,0.26121451,-0.64765989,-2.23382629,-0.96840129,-0.23360789,-0.81470789
-3.193913432,-2.128750332,-0.666362882,0.090068988,0.914511368,2.213049968,3.156455268,1.811924868,0.116164248,-1.893190032,0.72512158,0.99204198,1.08595018,0.95738808,1.10037398,0.97149818,0.60011378,-0.71959282,-1.11184592,-0.68382912,-2.25378171,-0.50089951,0.35528529,0.38521129,0.25835529,-0.72332451,-2.13504241,-0.82737411,-0.21450021,-0.97529201
-3.26683524,-1.95573154,-0.50454327,0.24947502,1.13323816,2.36173366,3.61185846,1.80977826,-0.019391576,-1.83347704,0.43901828,1.17639898,1.34133298,1.23542278,1.29568758,1.22373448,0.58478828,-1.40725272,-1.53680472,-1.32786242,-2.34563461,-1.06813561,-0.16691011,-0.07602811,-0.25024601,-0.86970061,-2.08076161,-1.01079361,-0.68273761,-1.10971961
-3.393858483,-1.943380183,-0.779611943,-0.125212013,0.834561117,1.836910217,3.260432317,1.548348417,-0.028508695,-1.609333683,0.80534845,1.15415345,1.18902975,1.00082795,1.09976705,1.00189205,0.67790375,-1.09857205,-1.43505555,-1.05504585,-2.2667273,-0.3590793,0.3582747,0.4600677,0.3119627,-0.3007477,-2.0865059,-0.6588977,-0.1397933,-0.5177913
-3.732952034,-2.418600834,-0.708659764,0.093156733,1.139158366,2.493614266,3.647012066,1.947243866,0.006980436,-2.055596034,0.52841967,0.89881537,1.09048337,1.00286907,1.19869977,1.13518877,0.76241657,-0.85422253,-1.28744593,-0.98351433,-1.8568298,-0.7993418,0.0004752,0.0396967,-0.2586348,-1.0237558,-1.9943958,-0.5507538,0.1951052,-0.4991878
-2.969424803,-1.871023803,-0.694828473,-0.042875223,0.638074897,2.119609397,2.874672097,1.718617797,0.091958157,-1.651729803,0.46519329,0.78359129,0.94132379,0.83848349,1.08886899,0.93865339,0.76601899,-0.91840361,-1.32971491,-1.03933991,-2.24653989,-0.73297189,0.09538111,0.13714211,0.07054311,-0.98504689,-2.11771289,-0.88434689,-0.40474539,-0.81053289
-3.19087653,-1.83286623,-0.39854028,0.13420969,0.96051427,2.25104547,3.50907717,1.78656867,0.19314261,-1.49316728,0.45831333,0.54305653,0.78196793,0.71369683,0.89130273,0.70588553,0.53116053,-0.92345467,-1.29097447,-0.92153047,-2.07739846,-0.57011146,0.23057454,0.21342454,0.15305654,-0.64857746,-1.95708646,-0.85341146,-0.34066646,-0.77267646
-3.673339256,-2.545104056,-1.243540156,0.061805189,1.338582544,2.415534944,3.476086944,1.820360444,0.302245464,-1.574817556,1.18165226,1.39553296,1.39219726,1.21545476,1.32279526,1.33384386,1.12136496,-0.68509174,-1.06005534,-0.59230924,-2.36737128,-0.96590528,-0.09124758,0.08267482,-0.22680558,-1.04366958,-2.65881618,-1.10879238,-0.37301818,-0.79232908
-4.023598064,-2.541007464,-1.108391864,-0.085456404,1.012311336,2.386992536,3.678767436,1.890239236,-0.229341444,-2.282736564,0.46399822,0.90001502,1.09873442,0.96537872,1.11300092,0.81931842,0.46548062,-0.91445098,-1.00461628,-0.90933808,-2.0736003,-0.7952458,0.1311792,0.1575427,0.0735577,-0.8703853,-1.9442583,-0.5640373,0.0750077,-0.5540093
-3.033801649,-2.137985849,-0.923794649,0.014761072,0.948433952,2.241992652,3.298625652,1.808969652,0.064816682,-1.536689549,0.67777475,0.93300165,1.00394655,0.89773725,1.07183915,0.95102395,0.67901225,-0.40906705,-0.71306005,-0.42492685,-1.87228744,-0.66092104,0.24355756,0.42797156,0.30491806,-0.49517744,-1.81478844,-0.62715694,-0.02774244,-0.52575694
-3.576024466,-2.421873966,-0.948324716,0.088684144,1.239719334,2.441081134,3.529104534,1.941437934,0.084853154,-2.151271566,0.6417756,1.0210417,1.3898956,1.1942022,1.3613745,1.0252335,0.5468893,-0.911513,-1.315081,-1.0146185,-2.44944951,-1.11177751,-0.04460351,0.09091349,-0.20215951,-1.06131851,-2.46059751,-0.82730951,-0.22030151,-0.86296951
-3.837442646,-2.235372246,-0.702268516,0.099246044,1.114828654,2.440419354,3.948032854,2.210582654,0.235797894,-2.008136946,0.83599583,1.07051783,1.19243983,1.04547483,1.22214483,1.07151533,0.73106283,-1.23874217,-1.35782887,-1.09771167,-2.02408544,-0.57851094,0.21594306,0.15274666,0.12498256,-0.64166294,-1.93745594,-0.75938154,-0.10205894,-0.78475794
-2.998215853,-1.859044753,-0.832717853,0.072650705,0.995579447,2.081176547,3.422745747,1.692287847,0.062483247,-1.431835353,0.43861378,0.98789538,1.21720218,1.05165548,1.21828398,0.93802778,0.52056508,-0.71125622,-1.00225822,-0.87287882,-1.79585681,-0.65222851,0.15570749,0.25064649,0.23637149,-0.35670051,-1.33630951,-0.34722451,-0.03221451,-0.45178851
-3.221061737,-1.819576537,-0.734746437,0.052773103,0.812173463,1.999249863,3.327156463,1.621462763,0.203308443,-1.446916637,0.41879854,0.56960974,0.75619574,0.72636454,0.84155274,0.73713774,0.66610044,-0.45823586,-0.82307806,-0.62744426,-2.11190523,-0.86449373,-0.06988423,-0.09804693,-0.10403753,-0.88957853,-1.90909653,-0.80177523,-0.29815003,-0.71680003
-3.641887392,-2.398694592,-0.838155692,0.094310448,0.818678108,2.481340808,3.752841508,1.963550908,-0.109917066,-1.749145392,1.05684541,1.35063641,1.40355441,1.27406411,1.46099291,1.35147351,1.05197671,-0.80781109,-1.10359559,-0.88981669,-2.05716095,-0.55924575,0.30088165,0.38829365,0.30620625,-0.59462185,-2.20124105,-0.88514635,-0.19868005,-0.60382115
-3.481538743,-2.127515343,-0.702666893,0.164781708,1.145230158,2.357905558,3.648349258,1.941032558,0.135030552,-1.681657943,0.95097675,1.08084115,1.16972145,0.97114135,1.22924545,1.03201175,0.63537875,-0.60189425,-0.84704295,-0.37709375,-1.93364964,-0.84820264,-0.03053004,-0.05396834,-0.24443394,-1.06423064,-2.17345814,-0.63833364,0.22548596,-0.32913064
-3.502836576,-2.305466376,-0.806310076,-0.024367672,0.747710584,2.312881124,3.167739624,1.671667124,-0.198308256,-2.036380876,0.48402134,0.95020994,1.06047214,0.99158564,1.13032864,1.05901644,0.42336504,-0.81970486,-1.01964706,-0.77591836,-1.97014122,-0.53895722,0.20017378,0.19112338,0.04329528,-0.96746642,-2.13532862,-0.79181572,-0.16258222,-0.55016182
-3.409116398,-2.184166798,-0.871168998,-0.017658048,0.894526852,2.108661502,3.529808202,2.055480202,0.248092502,-1.746082198,0.30379121,0.66229801,0.92304431,0.69704281,0.84117701,0.68540101,0.42571151,-1.04660759,-1.26753299,-1.20657899,-1.68263724,-0.50403504,0.34086476,0.34457496,0.23394636,-0.63367164,-2.11605054,-0.64362084,0.02707596,-0.33113764
