V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30
-3.222336756,-2.168880656,-0.994167756,-0.102167666,1.116074844,2.176182144,3.164871444,2.043687944,0.103454934,-1.849289056,0.51495902,0.84967202,1.06410242,0.84869852,1.09948602,0.94525632,0.73814542,-0.75309128,-1.13634998,-0.85887398,-1.94810819,-0.38070239,0.36739121,0.49207021,0.15083021,-0.79817739,-2.30738319,-1.00480549,0.03618621,-0.62195079
-2.76968648,-1.87523368,-0.68578008,-0.012173904,0.76461286,1.86707052,2.70477622,1.63220842,0.144826,-1.47928478,0.21123316,0.67771586,1.04046476,0.98696356,1.05898976,0.71328266,0.22489676,-1.04558604,-1.28348454,-0.97038584,-1.99303968,-0.68895618,0.08876532,0.17770732,0.01588232,-0.76002028,-2.00924608,-1.03593828,-0.49266468,-0.89381468
-2.701769042,-1.718854742,-0.536902842,0.158679158,0.799326958,1.924802858,2.796598758,1.486621458,0.059951648,-1.384741942,0.25822593,0.58751463,0.95639273,0.90513323,0.98032973,0.63186853,0.25090063,-0.73006227,-0.96962707,-0.66588107,-1.68539541,-0.46390641,0.13286709,0.21121209,0.10199309,-0.54697691,-1.66110641,-0.68933591,-0.24966591,-0.57945491
-3.08123163,-2.03414663,-0.68599438,0.048750256,0.87251567,2.10502427,3.06967057,1.96329947,0.13648364,-1.86315213,-0.02706656,0.48889474,0.82178724,0.70312054,0.77969084,0.44665824,0.09589754,-1.07137516,-1.57314376,-1.28217006,-1.82172039,-0.33706639,0.57958561,0.67110161,0.51130661,-0.46360039,-1.78310859,-0.86985439,-0.20891539,-0.66339239
-3.005724751,-2.074222151,-0.837518251,0.005679896,0.794929049,1.830601849,2.826582449,1.683509449,0.037165916,-1.629323151,0.02005058,0.91225578,1.31949428,1.16329968,1.37802828,0.97445618,0.17969258,-1.04112442,-1.37914942,-1.11696642,-1.61297205,-0.59330945,0.13480855,0.21793815,-0.00644245,-0.68636345,-1.92160745,-0.52111345,0.06618455,-0.37286185
-2.89688469,-1.93103329,-0.70210526,0.082792697,0.92208951,2.07585811,3.04596181,1.98101081,0.09825999,-1.78933819,0.12924385,0.94891885,1.31183495,1.27225565,1.43511715,1.17218915,0.56590515,-1.39717085,-2.03974485,-1.71574985,-1.70189988,-0.40839788,0.17510012,0.19399112,0.05445212,-0.68505788,-2.02789888,-1.05629538,-0.49794288,-0.81184688
-3.59988335,-2.17927705,-0.82456779,-0.052982905,0.9233077,2.28800395,3.50626315,2.23561555,0.14043327,-1.86799225,0.87049859,1.12315419,1.49868279,1.27589529,1.39470779,1.09723479,0.87956389,-0.78302211,-1.49956741,-0.96390921,-1.98446682,-0.54697822,0.27318078,0.45915238,0.28338578,-0.58822922,-1.89562342,-0.77143222,0.07360678,-0.45225722
-2.717089623,-1.763366023,-0.656385423,-0.022601813,0.683326407,1.861042777,2.675594477,1.545020777,-0.065475503,-1.597105823,0.36745434,0.77833864,0.97790154,0.84599884,1.00994664,0.81609064,0.32104634,-0.69113466,-1.09952716,-0.78501696,-1.36168432,-0.16266052,0.44591608,0.46433408,0.37396528,-0.38291242,-1.43720342,-0.37318672,0.21556908,-0.18104212
-2.752564331,-1.821384631,-0.806445661,-0.094675291,0.663918699,1.757406969,2.624622969,1.505314469,-0.057485684,-1.595973431,-0.15725603,0.60893147,0.98324117,0.83747167,1.00906017,0.70358767,0.00665567,-1.07236153,-1.30008483,-1.14716623,-1.35540015,-0.24618715,0.30391985,0.38511785,0.24424085,-0.36661115,-1.50956615,-0.35576815,0.15054685,-0.14732115
-3.160132782,-2.154831482,-0.899931182,-0.110191758,0.926889418,2.187265718,3.323036418,1.795888618,-0.032244439,-1.739348082,0.85678956,1.03283566,1.04082596,0.75951496,0.99438096,0.89886896,0.77977196,-1.13480844,-1.61564754,-1.24989004,-2.10074021,-0.64754601,0.30232459,0.42656659,0.40481459,-0.35231741,-1.74268591,-0.60733591,-0.19708841,-0.74276671
-2.710269712,-1.949604012,-0.716863112,-0.055278395,0.743150348,1.923130588,2.832701288,1.644790688,0.02955559,-1.500943812,0.23196849,0.76059639,0.90538679,0.73208129,0.85731589,0.61533289,0.07836809,-1.01619681,-1.27451751,-0.89431401,-1.85077463,-0.48183593,0.38369607,0.48461607,0.35814907,-0.44193943,-1.63453713,-0.48242193,0.09183307,-0.33162293
-3.056280709,-1.818454309,-0.780528369,0.063926875,0.976044391,2.036969891,3.067143891,2.045501691,0.089045487,-1.740043409,0.0965884,0.9322433,1.3529858,1.3184322,1.316916,0.8684523,-0.0015742,-1.2484608,-1.8373627,-1.3568928,-2.03140245,-0.77164585,-0.31542845,-0.22537545,-0.48648645,-1.15791945,-2.07291145,-0.74811145,0.01738255,-0.40133105
-3.102895392,-1.926507692,-0.674302992,-0.017656922,0.687991808,2.092523208,3.012804208,1.708891708,0.113900288,-1.618240492,0.78604602,1.07837902,1.22759802,1.12682602,1.20729402,1.04070452,0.69583702,-0.86841428,-1.38192498,-0.81611798,-1.90823709,-0.48958009,0.19261191,0.18317491,0.04519891,-0.94428609,-2.20614059,-0.96422109,-0.38217409,-0.55812609
-3.170546668,-2.039514368,-0.798611618,-0.021250115,0.693796583,2.030554733,2.878992833,1.583283733,0.018666553,-1.766619068,0.45728327,0.62349007,0.62591377,0.46156107,0.63416607,0.46931507,0.09391527,-0.83205463,-1.00430793,-0.72956753,-1.57623231,-0.22051431,0.45039069,0.46689069,0.43665069,-0.34111931,-1.76469381,-0.72013031,-0.13754531,-0.61374931
-2.919006228,-1.875542728,-0.698143928,0.003653569,0.760327372,1.924338072,2.645429072,1.546745172,-0.059655498,-1.767621528,0.85733117,1.19842437,1.37959597,1.15782837,1.33182687,1.10652997,0.72663077,-0.64328963,-1.11005763,-0.67403163,-1.50968322,-0.31561982,0.39125718,0.44839518,0.29880618,-0.58975182,-1.63347542,-0.52308982,-0.05028982,-0.45254732
-2.832273841,-1.924009641,-0.717636361,0.04717023,0.91218326,2.09987026,3.04954626,1.90829786,0.017396036,-1.774468041,0.67813648,0.89592918,1.05866318,0.82924818,0.99886668,0.90825868,0.67359968,-0.76756282,-1.41202642,-0.81286242,-1.8522088,-0.3303428,0.5661132,0.6346652,0.4976662,-0.4601068,-1.8055258,-0.7770673,-0.0684838,-0.6866313
-2.660386162,-1.842327162,-0.636254762,0.044710058,0.664498788,1.995213738,2.803602038,1.745365838,0.031081548,-1.555566762,0.64602891,0.92156911,1.00506391,0.79044991,0.95218671,0.84882811,0.61354721,-0.90100039,-1.31732929,-0.83859409,-1.67262765,-0.39736165,0.38021435,0.44028685,0.38084435,-0.42739465,-1.55234065,-0.56762465,-0.06262465,-0.47306465
-2.764491004,-1.773399404,-0.695209604,0.184740956,0.982821996,2.162037196,2.874408696,1.744913696,0.203297176,-1.493279504,0.4410784,1.0287814,1.168345,1.0529085,1.1565154,0.9918384,0.4747834,-0.7321394,-1.0851046,-0.6930616,-1.62739725,-0.46887725,0.22309675,0.34824475,0.20230575,-0.63457625,-1.56690705,-0.57638825,0.07629335,-0.32574325
-3.272446085,-2.157376485,-0.649674555,-0.068351375,0.686609185,2.144786415,3.012181315,1.828091115,0.108462065,-1.688940985,0.53237077,1.03075137,1.33911507,1.12327897,1.31562777,1.10659537,0.58455437,-0.87100033,-1.32029993,-0.92260503,-2.03474795,-0.41075065,0.47602335,0.54590835,0.41634635,-0.59674365,-2.08025105,-0.86702865,-0.27440415,-0.70143965
-3.04328039,-1.94221239,-0.79286489,-0.024791332,0.79448711,1.98726941,2.93834531,1.66687131,-0.052415569,-1.78275529,0.82457361,0.87148491,1.08220561,0.80037711,0.94098141,0.65836441,0.64638441,-0.51231559,-1.09602159,-0.56067639,-1.48045336,-0.45560636,0.31768114,0.42630964,0.33312364,-0.46741436,-1.49225936,-0.40228036,0.19424264,-0.29997936
-2.946165203,-1.841225803,-0.631805303,0.002418854,0.599801797,1.784088097,2.856032997,1.629571697,0.045800973,-1.614402803,0.19650856,0.60653606,0.93783976,0.78881826,0.89497146,0.61673626,0.35777606,-1.05897234,-1.59675674,-1.16408894,-1.72084764,-0.34548464,0.26061236,0.29303636,0.19889536,-0.58560164,-2.02795764,-0.98039464,-0.32498564,-0.67277464
-3.118031349,-2.064724149,-0.853007649,-0.120685869,0.651944951,1.988335651,2.951955351,1.844180051,-0.032768469,-1.823641349,0.30539043,1.00505413,1.19638633,1.00885173,1.14258743,0.85550093,0.19932593,-1.40383757,-1.82610157,-1.42376507,-1.9759411,-0.3916456,0.3210569,0.4055694,0.2980064,-0.6431276,-2.1824618,-1.1626936,-0.4541356,-0.9505571
-2.763500577,-1.984909777,-0.847171437,0.003267259,0.801229623,1.948955923,2.525305423,1.559504323,-0.040536805,-1.490305577,0.41189838,0.75529688,1.01643648,0.82989688,1.00244878,0.85120308,0.57734208,-0.54003642,-1.15574992,-0.73487192,-1.23114725,-0.21202125,0.39090275,0.50972625,0.31284735,-0.52117825,-1.56097425,-0.54785225,-0.05648075,-0.22263125
-2.990780934,-2.066415534,-0.873254034,-0.002649729,0.844622367,2.062995267,2.943449367,1.651948567,0.056963847,-1.589845234,0.22637108,0.82148308,1.08046598,0.90810708,1.04902938,0.67755128,0.17822608,-0.83780792,-1.09356942,-0.83558392,-1.7220909,-0.7589373,0.0153967,0.1511447,-0.0500659,-0.8873557,-1.8823153,-0.8102763,-0.2183213,-0.5996383
-3.148878733,-2.176287133,-0.916478333,-0.062206963,0.960902167,2.297524467,3.175757467,1.803297067,-0.111410823,-1.903821633,0.56224977,1.09915977,1.18478177,0.97516737,1.08663577,0.92248877,0.45359577,-1.27143573,-1.79463423,-1.09308893,-2.30974456,-0.86459416,0.10341634,0.32053584,0.14039784,-0.91899716,-2.33623916,-0.67119216,-0.20089716,-0.75108416
-3.356204407,-2.424917407,-1.076516907,-0.152818287,0.918396993,2.327835593,3.220591993,1.786409693,-0.05799895,-1.829050207,0.7077295,1.1366162,1.3563471,1.15891,1.3591076,1.1034037,0.8496975,-1.0024725,-1.7378799,-1.1496755,-1.94845913,-0.93047463,-0.00697263,0.14734837,-0.04317963,-1.10319563,-2.09019893,-0.66899963,-0.11066963,-0.51362563
-2.819753293,-1.890052393,-0.634881133,0.061438447,0.785778807,1.912878407,2.683388207,1.671406707,0.017200815,-1.638644293,0.23563105,0.91570105,1.29691405,1.07199235,1.30419355,1.05487285,0.40137805,-1.24050895,-1.66189515,-1.39388995,-1.68149714,-0.27891344,0.44160756,0.52453856,0.31617896,-0.57476784,-2.13889844,-1.09485944,-0.29005544,-0.66277604
-2.738838742,-1.848239742,-0.909203942,-0.139684428,0.755064458,2.055132758,2.777821458,1.850440558,-0.114303002,-1.700094942,0.25444961,0.58716171,0.91402851,0.70789121,0.97625611,0.60885551,0.24679721,-1.02631829,-1.42934879,-1.09009099,-2.10253194,-0.47635494,0.13385446,0.24691856,0.11297406,-0.74835694,-2.08223344,-0.86019294,-0.16517444,-0.57774394
-3.227296081,-2.119547481,-0.646454181,0.060042309,0.859979619,2.192379219,3.163707019,1.901250519,-0.190381181,-1.983891281,0.19598994,0.88760044,1.24016724,1.14301894,1.24001544,0.93802034,0.23737294,-1.32327186,-1.90857066,-1.41158786,-1.72997889,-0.43243149,0.41420111,0.48331461,0.35579711,-0.64825289,-1.88373149,-0.76707839,-0.05627589,-0.65109189
-3.075792189,-2.168127289,-0.890738949,0.058336801,0.969078111,2.097218011,3.023280711,1.873959011,0.178986661,-1.684096789,0.27977142,0.73950662,0.93455292,0.76348942,0.93105152,0.81908162,0.44963862,-1.00517658,-1.27771708,-0.99322738,-1.46536477,-0.27212877,0.49752323,0.55635823,0.38210723,-0.44906177,-1.61867657,-0.48114777,0.11772223,-0.29929017
-3.019412965,-2.141737365,-0.824941065,0.008074938,0.762868235,2.035026535,3.076031935,1.660551735,0.03052428,-1.706717065,0.17769764,0.72301524,1.05838634,0.82929804,1.10008764,0.77138664,0.28594214,-0.83875336,-0.96028206,-0.78221636,-1.82933238,-0.61637638,0.14447262,0.20873662,0.03678962,-0.74967438,-2.25799958,-0.71310388,-0.08316478,-0.55038638
-3.366113551,-2.193034851,-0.716321251,-0.036141491,0.654983349,2.018048749,2.984139949,1.569165749,-0.033210311,-1.892580951,0.47515703,0.65680703,0.84219343,0.74714493,0.87213283,0.78120463,0.52540643,-0.48274457,-0.86909807,-0.63967737,-1.4935522,-0.4484242,0.3442928,0.3089268,0.2385543,-0.6767672,-1.6384449,-0.5485552,0.0494328,-0.4526277
-3.093794176,-2.061796776,-0.720922636,0.066659624,0.920568624,2.287713624,3.226220024,1.997666124,-0.137257046,-2.012074276,0.31347311,0.98982611,1.27898441,1.15571471,1.21477721,0.78880241,0.22517311,-1.28073089,-1.81430389,-1.22701789,-2.3608698,-0.5397659,0.4135849,0.5665763,0.3805239,-0.7682374,-2.3891046,-0.8932491,-0.0370101,-0.7321678
-2.693549983,-1.772090983,-0.674672383,-0.014730837,0.632411417,1.771437917,2.684290917,1.347465617,-0.080645823,-1.482037783,0.48145491,0.75343461,0.93227461,0.72576501,0.85742461,0.64104631,0.33275061,-0.56342129,-0.73884069,-0.47695329,-1.1936759,-0.1539989,0.5211061,0.5761331,0.4741781,-0.2552529,-1.3499474,-0.0971139,0.3710601,-0.0454389
-2.795040115,-1.938588915,-0.839260015,-0.049536515,0.692792815,1.951495885,2.834278685,1.789684685,0.062143488,-1.629893315,0.55817487,0.88063307,1.08527707,0.91614867,1.05134607,0.77332957,0.44021747,-0.77219433,-1.15207593,-0.81929493,-1.79998649,-0.37751749,0.40550251,0.57409051,0.50499551,-0.28380549,-1.76810719,-0.49560849,0.13662551,-0.38098609
-2.974866832,-2.047879532,-0.664615572,0.034454413,0.797770668,2.043910368,2.897218168,1.708032668,0.092162418,-1.822092532,0.47243758,0.79736958,0.92615328,0.77247398,0.92298728,0.72115718,0.31459428,-0.78471782,-1.16021512,-0.73957042,-1.95102411,-0.34852571,0.43993229,0.44762329,0.36594329,-0.50260301,-1.85332871,-0.70125611,-0.16602771,-0.82493271
-3.08027054,-1.87977254,-0.51034258,0.22257067,1.07262916,2.25313116,3.38189016,1.73368776,0.000189106,-1.73822924,0.28359468,1.05176378,1.27054728,1.14118058,1.20285048,1.06652708,0.40722008,-1.36183622,-1.51387022,-1.34918272,-2.12741161,-0.86627421,-0.01840961,0.07344639,-0.07588461,-0.67427101,-1.92168591,-0.79815161,-0.49709461,-0.86887761
-3.198520883,-1.860907583,-0.700630543,-0.055660753,0.850112317,1.800655717,3.097661617,1.557019817,0.036516337,-1.538202883,0.55015105,0.89056785,0.98762175,0.79652245,0.93455245,0.81749785,0.52796545,-1.15249255,-1.50593415,-1.14213725,-2.0389943,-0.2550188,0.3821287,0.4488132,0.2790077,-0.3236047,-2.0332918,-0.7108153,-0.1983453,-0.4839853
-3.360037234,-2.257518034,-0.675474804,0.092143361,1.108783466,2.359881166,3.344872266,1.886753766,0.025332566,-1.930753234,0.36322237,0.68237627,0.94814907,0.84177947,1.04612907,0.92492407,0.53988767,-0.89078193,-1.32837293,-1.03423663,-1.7934028,-0.6966378,0.1121857,0.1421962,-0.1263348,-0.8988748,-1.9114938,-0.4655488,0.2423912,-0.3848528
-2.736130803,-1.839841003,-0.757750103,-0.084232369,0.513826657,1.953182697,2.645409397,1.712190097,0.092341867,-1.591562453,0.17585929,0.68443119,0.87463579,0.73975229,0.93127649,0.68805029,0.45404599,-0.99656381,-1.42384421,-1.13015721,-1.97900289,-0.47056889,0.28396211,0.35944361,0.27998311,-0.73128689,-1.86998839,-0.76899989,-0.29235189,-0.64107489
-2.81566483,-1.72910683,-0.4995477,0.012816359,0.74265417,1.92783537,3.00779527,1.71480257,0.17677331,-1.42200693,0.23377613,0.42145003,0.73619683,0.62128713,0.79798053,0.48340053,0.21325313,-1.02701447,-1.39377697,-1.00155247,-1.79793846,-0.32613206,0.48700254,0.49609294,0.40855554,-0.35912886,-1.64640546,-0.60423346,-0.17111046,-0.56561096
-3.474905556,-2.476974156,-1.204298356,0.052153707,1.280270244,2.338244744,3.302595744,1.819604344,0.351291144,-1.464401056,1.03369896,1.31255596,1.36203176,1.17863326,1.26257356,1.24174626,0.99900626,-0.75228574,-1.11240774,-0.64040344,-2.08718218,-0.81386038,0.02636842,0.16770142,-0.09892358,-0.88891558,-2.45927058,-0.93949628,-0.23689958,-0.55853688
-3.541266564,-2.274954664,-1.014773364,-0.074319739,0.959242736,2.206359536,3.356087936,1.768847236,-0.139447684,-2.026994564,0.09055412,0.65507162,0.97564442,0.83360642,0.98093942,0.57196242,0.15497982,-0.76069318,-1.01637798,-0.84378158,-1.6868323,-0.5579483,0.3584767,0.4164377,0.3061617,-0.5553253,-1.5436317,-0.2861533,0.2484081,-0.2873933
-2.803175649,-2.012067649,-0.852739749,0.048006032,0.945061052,2.180502652,3.172689952,1.770851252,0.107400562,-1.421815049,0.55116095,0.79033135,0.90344815,0.79655095,1.00324095,0.86197545,0.55310895,-0.56225535,-0.84101665,-0.52391275,-1.70831644,-0.54194604,0.33180256,0.46298056,0.34711806,-0.44598044,-1.71737344,-0.62139604,-0.02985694,-0.47275144
-3.239835466,-2.259377466,-0.891328066,0.052041124,1.094406934,2.170764734,3.141837734,1.811354934,0.033351158,-2.024014466,0.39483,0.760196,1.1519995,0.90833,1.0669745,0.6846772,0.3039752,-0.73274,-1.045366,-0.816861,-1.98605251,-0.80838451,0.13464449,0.20122549,-0.00086701,-0.78670451,-2.02055291,-0.68433651,-0.06707151,-0.63854901
-3.619658646,-2.188120146,-0.720065146,0.058858254,1.057283554,2.300832054,3.731794154,2.021526154,0.173458154,-1.954680046,0.69987823,0.98597283,1.18848643,0.99812933,1.17538523,0.95799933,0.58132503,-1.20847457,-1.37407717,-1.09475657,-1.87512094,-0.44431294,0.32312006,0.25646706,0.22526106,-0.52258694,-1.86936894,-0.59804244,-0.04066044,-0.67993154
-2.904785953,-1.904079153,-0.899800253,0.029972607,0.979880447,2.055036347,3.286828147,1.710421747,0.064582755,-1.442641553,0.35981578,0.95206348,1.20283188,1.02590028,1.17877918,0.88913148,0.45308398,-0.72447182,-1.02357452,-0.87668422,-1.64212401,-0.53676451,0.22839649,0.37282549,0.34717049,-0.24650451,-1.19642471,-0.23807651,0.05945949,-0.39074151
-3.034015937,-1.836205037,-0.692884787,0.045277725,0.831877033,1.961919363,3.090056163,1.555886363,0.192041903,-1.515849737,0.21100594,0.41309854,0.67834694,0.66483014,0.77621294,0.61169614,0.56571574,-0.41053196,-0.80464176,-0.62152996,-1.70141423,-0.47115783,0.21111247,0.21625627,0.18366877,-0.61891683,-1.58019303,-0.50604263,-0.00542523,-0.45328083
-3.379450292,-2.326395392,-0.866770192,0.063365338,0.777860808,2.383922008,3.402004808,1.887374208,-0.122014527,-1.729647792,0.81655751,1.10556091,1.25043331,1.08849931,1.30397821,1.15286061,0.79696261,-0.85724289,-1.19256439,-0.97173979,-1.97905505,-0.43184685,0.43065765,0.50656405,0.42830265,-0.45751485,-2.13038085,-0.75758035,-0.09386755,-0.50950785
-3.055738943,-1.984626743,-0.665178743,0.132968418,1.056104858,2.167934058,3.189930758,1.802787958,0.106472154,-1.655273943,0.62541955,0.94880745,1.18522835,0.96667345,1.19797715,0.97929605,0.43060175,-0.63399375,-0.92561795,-0.46156995,-1.68670234,-0.65907814,0.06425076,0.09118936,-0.10140934,-0.82085194,-1.82857464,-0.42539604,0.32416486,-0.14239684
-3.115390976,-1.968440876,-0.620772976,0.092439424,0.826002124,2.257892124,3.012150024,1.632531924,-0.06127156,-1.743530276,0.34970214,0.72561934,0.97106544,0.86301624,0.98474164,0.86205214,0.44648034,-0.51730536,-0.81729736,-0.57474636,-1.39986572,-0.21397622,0.37433478,0.33483778,0.19175228,-0.72660862,-1.72076572,-0.52935162,0.06995928,-0.20043222
-3.389816398,-2.160058998,-0.862139498,-0.018150768,0.892661602,2.088328302,3.362933802,2.068621102,0.253182272,-1.742985798,0.14919351,0.65326231,0.94465401,0.72374901,0.86829471,0.67669821,0.25765371,-1.09045369,-1.30202699,-1.21881079,-1.56654154,-0.40585204,0.42462956,0.44563696,0.30572396,-0.52930324,-1.97465004,-0.56699034,0.11427496,-0.22477904
-3.281201513,-2.248501113,-0.892362113,0.075947958,1.105635088,2.395974288,3.112224988,1.777601588,0.118488588,-1.756106013,0.54865407,0.95436347,1.06380447,0.83725597,1.05063167,1.02686537,0.70063767,-0.93126033,-1.30147833,-1.05586783,-2.09030675,-0.70074925,0.20540025,0.14904175,0.04097975,-0.94449925,-2.08509125,-0.79920285,-0.23098725,-0.58293525
